"subject_uri","birthYear","label"
"http://dbpedia.org/resource/Aviv_Geffen",1973,"Aviv Geffen"
"http://dbpedia.org/resource/Vittorio_Arrigoni",1975,"Vittorio Arrigoni"
"http://dbpedia.org/resource/Ingrid_Fiskaa",1977,"Ingrid Fiskaa"
"http://dbpedia.org/resource/Tawakkol_Karman",1979,"Tawakkol Karman"
"http://dbpedia.org/resource/Rachel_Corrie",1979,"Rachel Corrie"
"http://dbpedia.org/resource/Adam_Kokesh",1982,"Adam Kokesh"
"http://dbpedia.org/resource/Lowkey",1986,"Lowkey"
"http://dbpedia.org/resource/Kirthi_Jayakumar",1987,"Kirthi Jayakumar"
"http://dbpedia.org/resource/Edvin_Kanka_Ćudić",1988,"Edvin Kanka Ćudić"
"http://dbpedia.org/resource/Alaa_Murabit",1989,"Alaa Murabit"
"http://dbpedia.org/resource/Angelo_Cardona",1997,"Angelo Cardona"
"http://dbpedia.org/resource/Malala_Yousafzai",1997,"Malala Yousafzai"
