uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q283659,Barbara Ehrenreich,1941,employment,http://www.wikidata.org/entity/Q284392,Office of Management and Budget,1,united states federal agency,1920-1949,['united states federal agency']
http://www.wikidata.org/entity/Q283659,Barbara Ehrenreich,1941,employment,http://www.wikidata.org/entity/Q7603624,State University of New York at Old Westbury,2,public educational institution of the united states | university,1920-1949,"['public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q28406120,Carl Heath,1869,employment,http://www.wikidata.org/entity/Q6974842,National Peace Council,1,peace organization,1860-1889,['peace organization']
http://www.wikidata.org/entity/Q28549922,Kay Bullitt,1925,employment,http://www.wikidata.org/entity/Q7460933,Shady Hill School,1,school,1920-1949,['school']
http://www.wikidata.org/entity/Q2866896,Viktor Popkov,1946,membership,http://www.wikidata.org/entity/Q851563,Memorial,3,historical society | human rights organization | umbrella organization,1920-1949,"['historical society', 'human rights organization', 'umbrella organization']"
http://www.wikidata.org/entity/Q2902302,Mordechai Bar-On,1928,employment,http://www.wikidata.org/entity/Q41189,Jewish Agency for Israel,1,nonprofit organization,1920-1949,['nonprofit organization']
http://www.wikidata.org/entity/Q2902302,Mordechai Bar-On,1928,employment,http://www.wikidata.org/entity/Q58967,Israel Defense Forces,1,armed forces,1920-1949,['armed forces']
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1830-1859,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q131626,Smithsonian Institution,3,institution | museum | nonprofit organization,1830-1859,"['institution', 'museum', 'nonprofit organization']"
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,membership,http://www.wikidata.org/entity/Q191583,Royal Swedish Academy of Sciences,4,academy of sciences | building | national academy | swedish royal academies,1830-1859,"['academy of sciences', 'building', 'national academy', 'swedish royal academies']"
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington,2,public educational institution of the united states | public research university,1830-1859,"['public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q290343,David Starr Jordan,1851,employment,http://www.wikidata.org/entity/Q1017974,Butler University,2,private not-for-profit educational institution | private university,1830-1859,"['private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q2907490,Bo Gritz,1939,membership,http://www.wikidata.org/entity/Q482421,United States Army Special Forces,4,branch of service | military unit branch-type class | united states army formation | united states special operations forces,1920-1949,"['branch of service', 'military unit branch-type class', 'united states army formation', 'united states special operations forces']"
http://www.wikidata.org/entity/Q29558888,Eugénia Miskolczy Meller,1872,membership,http://www.wikidata.org/entity/Q29655242,Feminist Association,2,nonprofit organization | voluntary association,1860-1889,"['nonprofit organization', 'voluntary association']"
http://www.wikidata.org/entity/Q29558888,Eugénia Miskolczy Meller,1872,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q2967444,Chrystal Macmillan,1872,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,6,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q2967444,Chrystal Macmillan,1872,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,8,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q30141300,Gertrud Baer,1890,employment,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1890-1919,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q3051951,Eqbal Ahmad,1933,employment,http://www.wikidata.org/entity/Q1706859,Hampshire College,3,colleges that change lives | liberal arts college | private not-for-profit educational institution,1920-1949,"['colleges that change lives', 'liberal arts college', 'private not-for-profit educational institution']"
http://www.wikidata.org/entity/Q3051951,Eqbal Ahmad,1933,employment,http://www.wikidata.org/entity/Q131252,University of Chicago,3,private not-for-profit educational institution | private university | research university,1920-1949,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q3051951,Eqbal Ahmad,1933,employment,http://www.wikidata.org/entity/Q21578,Princeton University,5,academic publisher | colonial colleges | private not-for-profit educational institution | private university | research university,1920-1949,"['academic publisher', 'colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q306514,Abbie Hoffman,1936,membership,http://www.wikidata.org/entity/Q1890424,Youth International Party,1,political party,1920-1949,['political party']
http://www.wikidata.org/entity/Q3089826,Paul Robin,1837,membership,http://www.wikidata.org/entity/Q183725,International Workingmen's Association,2,organization | political international,1830-1859,"['organization', 'political international']"
http://www.wikidata.org/entity/Q311161,Jesse Ventura,1951,membership,http://www.wikidata.org/entity/Q46881,Mongols Motorcycle Club,2,motorcycle club | outlaw motorcycle club,1950-1979,"['motorcycle club', 'outlaw motorcycle club']"
http://www.wikidata.org/entity/Q3131945,Henri Roser,1899,membership,http://www.wikidata.org/entity/Q1577256,International Fellowship of Reconciliation,3,non-governmental organization | organization | publishing company,1890-1919,"['non-governmental organization', 'organization', 'publishing company']"
http://www.wikidata.org/entity/Q313603,William James Sidis,1898,employment,http://www.wikidata.org/entity/Q842909,Rice University,3,private not-for-profit educational institution | private university | research university,1890-1919,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q314269,Lawrence Ferlinghetti,1919,employment,http://www.wikidata.org/entity/Q7728724,The Daily Tar Heel,2,newspaper | student newspaper,1890-1919,"['newspaper', 'student newspaper']"
http://www.wikidata.org/entity/Q314269,Lawrence Ferlinghetti,1919,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1890-1919,"['academy of sciences', 'award']"
http://www.wikidata.org/entity/Q315910,Murray Bookchin,1921,membership,http://www.wikidata.org/entity/Q3240512,Young Communist League USA,2,organization | young communist league,1920-1949,"['organization', 'young communist league']"
http://www.wikidata.org/entity/Q3177681,Jessica Mathews,1946,membership,http://www.wikidata.org/entity/Q40358,American Association for the Advancement of Science,4,academic publisher | international organization | nonprofit organization | open-access publisher,1920-1949,"['academic publisher', 'international organization', 'nonprofit organization', 'open-access publisher']"
http://www.wikidata.org/entity/Q3177681,Jessica Mathews,1946,membership,http://www.wikidata.org/entity/Q466089,American Philosophical Society,2,learned society | nonprofit organization,1920-1949,"['learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q1036470,Kwansei Gakuin University,1,private university,1920-1949,['private university']
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q1152190,Ritsumeikan University,1,university,1920-1949,['university']
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q632004,Radboud University Nijmegen,2,organization | university,1920-1949,"['organization', 'university']"
http://www.wikidata.org/entity/Q318334,Dries van Agt,1931,employment,http://www.wikidata.org/entity/Q336264,Kyoto University,4,academic publisher | comprehensive university | national university | university,1920-1949,"['academic publisher', 'comprehensive university', 'national university', 'university']"
http://www.wikidata.org/entity/Q318509,Henry Rollins,1961,membership,http://www.wikidata.org/entity/Q1418521,State of Alert,1,musical group,1950-1979,['musical group']
http://www.wikidata.org/entity/Q319799,Russell Means,1939,membership,http://www.wikidata.org/entity/Q465140,American Indian Movement,3,indigenous rights organization | non-governmental organization | political movement,1920-1949,"['indigenous rights organization', 'non-governmental organization', 'political movement']"
http://www.wikidata.org/entity/Q3218772,Bernard Nijboer,1915,employment,http://www.wikidata.org/entity/Q221653,Utrecht University,1,public research university,1890-1919,['public research university']
http://www.wikidata.org/entity/Q3263678,Louise Bodin,1877,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q3264399,Goldsworthy Lowes Dickinson,1862,employment,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,educational organization | higher education institution | public research university,1860-1889,"['educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q32662312,Idy Hegnauer,1909,membership,http://www.wikidata.org/entity/Q632013,Service Civil International,1,peace organization,1890-1919,['peace organization']
http://www.wikidata.org/entity/Q3271466,Léon Émery,1898,membership,http://www.wikidata.org/entity/Q1429947,Human Rights League,1,organization,1890-1919,['organization']
http://www.wikidata.org/entity/Q328066,Louis P. Lochner,1887,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | honor society | learned society | organization,1860-1889,"['academic publisher', 'honor society', 'learned society', 'organization']"
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez,1934,employment,http://www.wikidata.org/entity/Q235034,University of Pittsburgh,5,open-access publisher | private university | public educational institution of the united states | public–private partnership | research university,1920-1949,"['open-access publisher', 'private university', 'public educational institution of the united states', 'public–private partnership', 'research university']"
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez,1934,employment,http://www.wikidata.org/entity/Q1420239,Temple University,3,collection | public educational institution of the united states | university,1920-1949,"['collection', 'public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez,1934,membership,http://www.wikidata.org/entity/Q3308284,Alpha Kappa Alpha,1,sorority,1920-1949,['sorority']
http://www.wikidata.org/entity/Q334288,Jello Biafra,1958,membership,http://www.wikidata.org/entity/Q20687614,The Witch Trials,1,musical group,1950-1979,['musical group']
http://www.wikidata.org/entity/Q335011,Thomas Merton,1915,employment,http://www.wikidata.org/entity/Q93662,St. Bonaventure University,2,private not-for-profit educational institution | university,1890-1919,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q337373,Olaf Stapledon,1886,employment,http://www.wikidata.org/entity/Q499510,University of Liverpool,2,educational organization | public university,1860-1889,"['educational organization', 'public university']"
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,membership,http://www.wikidata.org/entity/Q123885,Royal Society,6,academy of sciences | learned society | national academy | open-access publisher | organization | publishing company,1860-1889,"['academy of sciences', 'learned society', 'national academy', 'open-access publisher', 'organization', 'publishing company']"
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,employment,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,organization | public educational institution of the united states | public research university | university | university campus,1860-1889,"['organization', 'public educational institution of the united states', 'public research university', 'university', 'university campus']"
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1860-1889,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,employment,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,educational organization | higher education institution | public research university,1860-1889,"['educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872,employment,http://www.wikidata.org/entity/Q131252,University of Chicago,3,private not-for-profit educational institution | private university | research university,1860-1889,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q3436138,Robert Rutherford McCormick,1880,employment,http://www.wikidata.org/entity/Q47596,Chicago Tribune,2,daily newspaper | newspaper,1860-1889,"['daily newspaper', 'newspaper']"
http://www.wikidata.org/entity/Q3436138,Robert Rutherford McCormick,1880,employment,http://www.wikidata.org/entity/Q7949870,WGN,1,radio station,1860-1889,['radio station']
http://www.wikidata.org/entity/Q3436138,Robert Rutherford McCormick,1880,employment,http://www.wikidata.org/entity/Q6825322,Metropolitan Water Reclamation District of Greater Chicago,1,government agency,1860-1889,['government agency']
http://www.wikidata.org/entity/Q3439311,Roger Nash Baldwin,1884,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1860-1889,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q3439311,Roger Nash Baldwin,1884,employment,http://www.wikidata.org/entity/Q777403,Washington University in St. Louis,2,private not-for-profit educational institution | university,1860-1889,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q34569293,Mohanad Najim Aleqabi,1979,employment,http://www.wikidata.org/entity/Q34572380,Team Media War,1,organization,1950-1979,['organization']
http://www.wikidata.org/entity/Q348812,Vamik Volkan,1932,employment,http://www.wikidata.org/entity/Q4822870,Austen Riggs Center,2,nonprofit organization | psychiatric hospital,1920-1949,"['nonprofit organization', 'psychiatric hospital']"
http://www.wikidata.org/entity/Q348812,Vamik Volkan,1932,employment,http://www.wikidata.org/entity/Q213439,University of Virginia,2,public educational institution of the united states | public research university,1920-1949,"['public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q35308267,Edith Ballantyne,1922,employment,http://www.wikidata.org/entity/Q33121606,WILPF Nigeria,1,nonprofit organization,1920-1949,['nonprofit organization']
http://www.wikidata.org/entity/Q364484,Thomas Andrews,1953,employment,http://www.wikidata.org/entity/Q8023656,Win Without War,1,organization,1950-1979,['organization']
http://www.wikidata.org/entity/Q364484,Thomas Andrews,1953,employment,http://www.wikidata.org/entity/Q5176324,Council for a Livable World,1,organization,1950-1979,['organization']
http://www.wikidata.org/entity/Q364484,Thomas Andrews,1953,employment,http://www.wikidata.org/entity/Q2495076,Unitarian Universalist Service Committee,1,nonprofit organization,1950-1979,['nonprofit organization']
http://www.wikidata.org/entity/Q366306,Utah Phillips,1935,membership,http://www.wikidata.org/entity/Q1046722,Industrial Workers of the World,2,international organization | labor union,1920-1949,"['international organization', 'labor union']"
http://www.wikidata.org/entity/Q3798454,Inez Milholland,1886,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1860-1889,"['organization', 'political party']"
http://www.wikidata.org/entity/Q3798454,Inez Milholland,1886,membership,http://www.wikidata.org/entity/Q502044,NAACP,2,advocacy group | nonprofit organization,1860-1889,"['advocacy group', 'nonprofit organization']"
http://www.wikidata.org/entity/Q3798454,Inez Milholland,1886,membership,http://www.wikidata.org/entity/Q5747151,Heterodoxy,1,discussion group,1860-1889,['discussion group']
http://www.wikidata.org/entity/Q3798454,Inez Milholland,1886,membership,http://www.wikidata.org/entity/Q55203,Women's Trade Union League,2,labor union | women's organization,1860-1889,"['labor union', ""women's organization""]"
http://www.wikidata.org/entity/Q3798454,Inez Milholland,1886,membership,http://www.wikidata.org/entity/Q6971463,National Child Labor Committee,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q38203,Helen Keller,1880,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1860-1889,"['organization', 'political party']"
http://www.wikidata.org/entity/Q38203,Helen Keller,1880,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1860-1889,"['academy of sciences', 'award']"
http://www.wikidata.org/entity/Q38203,Helen Keller,1880,membership,http://www.wikidata.org/entity/Q1046722,Industrial Workers of the World,2,international organization | labor union,1860-1889,"['international organization', 'labor union']"
http://www.wikidata.org/entity/Q3848792,Olaf Kullmann,1892,membership,http://www.wikidata.org/entity/Q4575577,Folkereisning mot krig,1,organization,1890-1919,['organization']
http://www.wikidata.org/entity/Q3941246,Rosa Genoni,1867,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q4058315,Sartaj Aziz,1929,employment,http://www.wikidata.org/entity/Q4876011,Beaconhouse National University,1,university,1920-1949,['university']
http://www.wikidata.org/entity/Q4065792,Andrea Andreen,1888,membership,http://www.wikidata.org/entity/Q453851,Women's International Democratic Federation,4,international organization | non-governmental organization | women's organization | women's rights organization,1860-1889,"['international organization', 'non-governmental organization', ""women's organization"", ""women's rights organization""]"
http://www.wikidata.org/entity/Q4107818,Peter Verigin,1859,membership,http://www.wikidata.org/entity/Q1144579,Doukhobors,3,christian denomination | ethnoreligious group | religious community,1830-1859,"['christian denomination', 'ethnoreligious group', 'religious community']"
http://www.wikidata.org/entity/Q42350095,Clark Eichelberger,1896,membership,http://www.wikidata.org/entity/Q5153119,Committee to Defend America by Aiding the Allies,1,organization,1890-1919,['organization']
http://www.wikidata.org/entity/Q42375497,Franz Ulpian Wirth,1826,membership,http://www.wikidata.org/entity/Q529564,Association of German Engineers,5,club | nonprofit organization | organization | standards organization | trade union federation,1800-1829,"['club', 'nonprofit organization', 'organization', 'standards organization', 'trade union federation']"
http://www.wikidata.org/entity/Q42375497,Franz Ulpian Wirth,1826,membership,http://www.wikidata.org/entity/Q21406862,Q21406862,1,burschenschaft,1800-1829,['burschenschaft']
http://www.wikidata.org/entity/Q42555107,Lucy Thoumaian,1890,employment,http://www.wikidata.org/entity/Q38130,League of Nations,2,intergovernmental organization | international organization,1890-1919,"['intergovernmental organization', 'international organization']"
http://www.wikidata.org/entity/Q42654659,Dorothy H. Hutchinson,1905,employment,http://www.wikidata.org/entity/Q1815354,Albertus Magnus College,2,private not-for-profit educational institution | school,1890-1919,"['private not-for-profit educational institution', 'school']"
http://www.wikidata.org/entity/Q42654659,Dorothy H. Hutchinson,1905,employment,http://www.wikidata.org/entity/Q4112246,Wistar Institute,2,nonprofit organization | research institute,1890-1919,"['nonprofit organization', 'research institute']"
http://www.wikidata.org/entity/Q431085,Daniel Ellsberg,1931,employment,http://www.wikidata.org/entity/Q861141,RAND Corporation,2,nonprofit organization | think tank,1920-1949,"['nonprofit organization', 'think tank']"
http://www.wikidata.org/entity/Q431092,Helen Caldicott,1938,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1920-1949,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q431092,Helen Caldicott,1938,membership,http://www.wikidata.org/entity/Q40358,American Association for the Advancement of Science,4,academic publisher | international organization | nonprofit organization | open-access publisher,1920-1949,"['academic publisher', 'international organization', 'nonprofit organization', 'open-access publisher']"
http://www.wikidata.org/entity/Q434160,E. P. Thompson,1924,employment,http://www.wikidata.org/entity/Q235034,University of Pittsburgh,5,open-access publisher | private university | public educational institution of the united states | public–private partnership | research university,1920-1949,"['open-access publisher', 'private university', 'public educational institution of the united states', 'public–private partnership', 'research university']"
http://www.wikidata.org/entity/Q434160,E. P. Thompson,1924,employment,http://www.wikidata.org/entity/Q865528,University of Warwick,5,educational organization | higher education institution | open-access publisher | organization | public research university,1920-1949,"['educational organization', 'higher education institution', 'open-access publisher', 'organization', 'public research university']"
http://www.wikidata.org/entity/Q434160,E. P. Thompson,1924,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1920-1949,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q434160,E. P. Thompson,1924,employment,http://www.wikidata.org/entity/Q503424,University of Leeds,2,educational organization | public research university,1920-1949,"['educational organization', 'public research university']"
http://www.wikidata.org/entity/Q4352290,Al Piantadosi,1884,employment,http://www.wikidata.org/entity/Q110768032,Al. Piantadosi & Co.,1,music publishing company,1860-1889,['music publishing company']
http://www.wikidata.org/entity/Q4352290,Al Piantadosi,1884,membership,http://www.wikidata.org/entity/Q373087,"American Society of Composers, Authors and Publishers",5,business | company | copyright collective | nonprofit organization | performing rights organization,1860-1889,"['business', 'company', 'copyright collective', 'nonprofit organization', 'performing rights organization']"
http://www.wikidata.org/entity/Q43546275,Cynthia Cockburn,1934,employment,http://www.wikidata.org/entity/Q1094046,"City, University of London",3,educational organization | higher education institution | university,1920-1949,"['educational organization', 'higher education institution', 'university']"
http://www.wikidata.org/entity/Q43546275,Cynthia Cockburn,1934,employment,http://www.wikidata.org/entity/Q865528,University of Warwick,5,educational organization | higher education institution | open-access publisher | organization | public research university,1920-1949,"['educational organization', 'higher education institution', 'open-access publisher', 'organization', 'public research university']"
http://www.wikidata.org/entity/Q44534,Tiziano Terzani,1938,employment,http://www.wikidata.org/entity/Q13142918,Spiegel-Verlag,1,publishing company,1920-1949,['publishing company']
http://www.wikidata.org/entity/Q450295,Alyn Ware,1962,membership,http://www.wikidata.org/entity/Q322431,World Future Council,2,foundation | nonprofit organization,1950-1979,"['foundation', 'nonprofit organization']"
http://www.wikidata.org/entity/Q450802,Vera Brittain,1893,membership,http://www.wikidata.org/entity/Q107921129,World Committee of Women Against War and Fascism,3,international organization | peace organization | women's organization,1890-1919,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q450802,Vera Brittain,1893,membership,http://www.wikidata.org/entity/Q7532859,Six Point Group,3,advocacy group | organization | women's organization,1890-1919,"['advocacy group', 'organization', ""women's organization""]"
http://www.wikidata.org/entity/Q450821,Tanya Reinhart,1943,employment,http://www.wikidata.org/entity/Q168751,Duke University,3,open-access publisher | private not-for-profit educational institution | university,1920-1949,"['open-access publisher', 'private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q450821,Tanya Reinhart,1943,employment,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | ottoman association | university,1920-1949,"['open-access publisher', 'ottoman association', 'university']"
http://www.wikidata.org/entity/Q450821,Tanya Reinhart,1943,employment,http://www.wikidata.org/entity/Q49210,New York University,4,private not-for-profit educational institution | private university | research university | workplace,1920-1949,"['private not-for-profit educational institution', 'private university', 'research university', 'workplace']"
http://www.wikidata.org/entity/Q450821,Tanya Reinhart,1943,employment,http://www.wikidata.org/entity/Q221653,Utrecht University,1,public research university,1920-1949,['public research university']
http://www.wikidata.org/entity/Q4537102,Sahabzada Yaqub Khan,1920,membership,http://www.wikidata.org/entity/Q115898215,Academy of the Kingdom of  for Royaume,2,academy of sciences | publishing company,1920-1949,"['academy of sciences', 'publishing company']"
http://www.wikidata.org/entity/Q4537102,Sahabzada Yaqub Khan,1920,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1920-1949,"['intergovernmental organization', 'international organization']"
http://www.wikidata.org/entity/Q459310,Hamid Dabashi,1951,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,colonial colleges | organization | private not-for-profit educational institution | private university | research university,1950-1979,"['colonial colleges', 'organization', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,1854,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1830-1859,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,1854,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1830-1859,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q4661971,Aaron Dixon,1949,membership,http://www.wikidata.org/entity/Q189150,Black Panther Party,1,political organization,1920-1949,['political organization']
http://www.wikidata.org/entity/Q4669120,Abraham Osheroff,1915,employment,http://www.wikidata.org/entity/Q6175579,Jefferson School of Social Science,1,labor school,1890-1919,['labor school']
http://www.wikidata.org/entity/Q4669120,Abraham Osheroff,1915,membership,http://www.wikidata.org/entity/Q1825722,Abraham Lincoln Brigade,1,mixed brigade,1890-1919,['mixed brigade']
http://www.wikidata.org/entity/Q47457583,Anna Kleman,1862,membership,http://www.wikidata.org/entity/Q18333240,National Council of Swedish Women,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q47457583,Anna Kleman,1862,employment,http://www.wikidata.org/entity/Q10561469,Q10561469,1,business,1860-1889,['business']
http://www.wikidata.org/entity/Q47457583,Anna Kleman,1862,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q4747270,Ammon Hennacy,1893,membership,http://www.wikidata.org/entity/Q1046722,Industrial Workers of the World,2,international organization | labor union,1890-1919,"['international organization', 'labor union']"
http://www.wikidata.org/entity/Q4758087,Andrew Murray,1958,membership,http://www.wikidata.org/entity/Q1571260,Stop the War Coalition,3,advocacy group | peace organization | propagandist,1950-1979,"['advocacy group', 'peace organization', 'propagandist']"
http://www.wikidata.org/entity/Q4758087,Andrew Murray,1958,membership,http://www.wikidata.org/entity/Q24298876,General Council of the Trades Union Congress,1,council,1950-1979,['council']
http://www.wikidata.org/entity/Q482708,Ham Seok-heon,1901,membership,http://www.wikidata.org/entity/Q170208,Quakers,3,christian denominational family | religion | worldview,1890-1919,"['christian denominational family', 'religion', 'worldview']"
http://www.wikidata.org/entity/Q48779,Ukshin Hoti,1943,employment,http://www.wikidata.org/entity/Q1630703,University of Pristina (1969–1999),1,university,1920-1949,['university']
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q2268652,International Academy of Quantum Molecular Science,1,learned society,1890-1919,['learned society']
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q270794,National Academy of Sciences,4,academic publisher | academy of sciences | production company | publishing company,1890-1919,"['academic publisher', 'academy of sciences', 'production company', 'publishing company']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q188771,French Academy of Sciences,3,academy of sciences | archive | national academy,1890-1919,"['academy of sciences', 'archive', 'national academy']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q684415,Bavarian Academy of Sciences and Humanities,3,academy of sciences | book publisher | organization,1890-1919,"['academy of sciences', 'book publisher', 'organization']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,employment,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",2,public educational institution of the united states | public university,1890-1919,"['public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q337555,Académie Nationale de Médecine,1,national academy,1890-1919,['national academy']
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q117467,Royal Society of Edinburgh,2,academy of sciences | national academy,1890-1919,"['academy of sciences', 'national academy']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1890-1919,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q2370801,Academy of Sciences of the USSR,1,academy of sciences,1890-1919,['academy of sciences']
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,employment,http://www.wikidata.org/entity/Q161562,California Institute of Technology,2,private not-for-profit educational institution | university,1890-1919,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,employment,http://www.wikidata.org/entity/Q861888,Oregon State University,8,land-grant university | public educational institution of the united states | public research university | public university | research university | sea grant institution | space grant institution | sun grant institution,1890-1919,"['land-grant university', 'public educational institution of the united states', 'public research university', 'public university', 'research university', 'sea grant institution', 'space grant institution', 'sun grant institution']"
