uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q157690,Betty Williams,1943,employment,http://www.wikidata.org/entity/Q1798499,Nova Southeastern University,3,open-access publisher | private not-for-profit educational institution | university,1920-1949,"['open-access publisher', 'private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q157690,Betty Williams,1943,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,advocacy group | international organization,1920-1949,"['advocacy group', 'international organization']"
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,employment,http://www.wikidata.org/entity/Q7988660,Westfield College,1,university,1860-1889,['university']
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,membership,http://www.wikidata.org/entity/Q7886565,Union of Democratic Control,1,advocacy group,1860-1889,['advocacy group']
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,employment,http://www.wikidata.org/entity/Q11148,The Guardian,2,daily newspaper | newspaper,1860-1889,"['daily newspaper', 'newspaper']"
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1920-1949,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,membership,http://www.wikidata.org/entity/Q46703,European Academy of Sciences and Arts,1,academy of sciences and arts,1920-1949,['academy of sciences and arts']
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,employment,http://www.wikidata.org/entity/Q595668,Tilburg University,1,catholic university,1920-1949,['catholic university']
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,employment,http://www.wikidata.org/entity/Q2387732,Hollandia,1,business,1920-1949,['business']
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,membership,http://www.wikidata.org/entity/Q107569,Club of Rome,4,international organization | learned society | nonprofit organization | think tank,1920-1949,"['international organization', 'learned society', 'nonprofit organization', 'think tank']"
http://www.wikidata.org/entity/Q15994683,Mike Pentz,1924,employment,http://www.wikidata.org/entity/Q189022,Imperial College London,4,building | educational organization | public research university | university,1920-1949,"['building', 'educational organization', 'public research university', 'university']"
http://www.wikidata.org/entity/Q15994683,Mike Pentz,1924,employment,http://www.wikidata.org/entity/Q2413375,The Open University,5,educational organization | higher education institution | open-access publisher | organization | public university,1920-1949,"['educational organization', 'higher education institution', 'open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q16027009,Edna Buckman Kearns,1882,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1860-1889,"['organization', 'political party']"
http://www.wikidata.org/entity/Q1618,Charles Lindbergh,1902,membership,http://www.wikidata.org/entity/Q1425508,Independent Order of Odd Fellows,3,fraternal order | organization | secret society,1890-1919,"['fraternal order', 'organization', 'secret society']"
http://www.wikidata.org/entity/Q1618,Charles Lindbergh,1902,membership,http://www.wikidata.org/entity/Q463128,America First Committee,2,advocacy group | political organization,1890-1919,"['advocacy group', 'political organization']"
http://www.wikidata.org/entity/Q1618,Charles Lindbergh,1902,membership,http://www.wikidata.org/entity/Q7271853,Quiet Birdmen,2,organization | secret society,1890-1919,"['organization', 'secret society']"
http://www.wikidata.org/entity/Q1623975,Horst Stuckmann,1935,membership,http://www.wikidata.org/entity/Q558439,Sozialistischer Deutscher Studentenbund,2,political organization | students' union,1920-1949,"['political organization', ""students' union""]"
http://www.wikidata.org/entity/Q1623975,Horst Stuckmann,1935,membership,http://www.wikidata.org/entity/Q1202552,Deutsche Friedens-Union,1,minor party,1920-1949,['minor party']
http://www.wikidata.org/entity/Q1623975,Horst Stuckmann,1935,membership,http://www.wikidata.org/entity/Q315292,Association of Persecutees of the Nazi Regime – Federation of Antifascists,2,association | nonprofit organization,1920-1949,"['association', 'nonprofit organization']"
http://www.wikidata.org/entity/Q1658809,Tom Fox,1951,membership,http://www.wikidata.org/entity/Q487483,Community Peacemaker Teams,1,religious organization,1950-1979,['religious organization']
http://www.wikidata.org/entity/Q1685555,Jean Goss,1912,employment,http://www.wikidata.org/entity/Q1577256,International Fellowship of Reconciliation,3,non-governmental organization | organization | publishing company,1890-1919,"['non-governmental organization', 'organization', 'publishing company']"
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,employment,http://www.wikidata.org/entity/Q1073873,Westminster Theological Seminary,2,private not-for-profit educational institution | seminary,1860-1889,"['private not-for-profit educational institution', 'seminary']"
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | honor society | learned society | organization,1860-1889,"['academic publisher', 'honor society', 'learned society', 'organization']"
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,employment,http://www.wikidata.org/entity/Q909696,Princeton Theological Seminary,2,private not-for-profit educational institution | seminary,1860-1889,"['private not-for-profit educational institution', 'seminary']"
http://www.wikidata.org/entity/Q1700283,John Gresham Machen,1881,membership,http://www.wikidata.org/entity/Q2253579,Schwarzburgbund,1,korporationsverband,1860-1889,['korporationsverband']
http://www.wikidata.org/entity/Q1701142,John Morrow,1931,employment,http://www.wikidata.org/entity/Q1135398,Corrymeela Community,1,organization,1920-1949,['organization']
http://www.wikidata.org/entity/Q1713549,Nigel Young,1938,employment,http://www.wikidata.org/entity/Q1191335,Colgate University,3,liberal arts college | private not-for-profit educational institution | private university,1920-1949,"['liberal arts college', 'private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q1717689,Walter Capps,1934,employment,http://www.wikidata.org/entity/Q263064,"University of California, Santa Barbara",4,public educational institution of the united states | public university | university | university building,1920-1949,"['public educational institution of the united states', 'public university', 'university', 'university building']"
http://www.wikidata.org/entity/Q174908,Michael Moore,1954,membership,http://www.wikidata.org/entity/Q164182,Democratic Socialists of America,1,political organization,1950-1979,['political organization']
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q156598,Leiden University,2,organization | university,1890-1919,"['organization', 'university']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q938622,Pontifical Academy of Sciences,3,academy of sciences | national academy | pontifical academy,1890-1919,"['academy of sciences', 'national academy', 'pontifical academy']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q83172,Russian Academy of Sciences,2,academy of sciences | publishing company,1890-1919,"['academy of sciences', 'publishing company']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q797897,Fitzwilliam College,2,college of the university of cambridge | university building,1890-1919,"['college of the university of cambridge', 'university building']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q414188,Göttingen Academy of Sciences and Humanities in Lower Saxony,1,academy of sciences,1890-1919,['academy of sciences']
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q543804,German Academy of Sciences Leopoldina,3,academy of sciences | learned society | national academy,1890-1919,"['academy of sciences', 'learned society', 'national academy']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q850730,University of Groningen,2,organization | public research university,1890-1919,"['organization', 'public research university']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q265058,Hungarian Academy of Sciences,4,academy of sciences | national academy | organization | public body,1890-1919,"['academy of sciences', 'national academy', 'organization', 'public body']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,employment,http://www.wikidata.org/entity/Q369839,University of Szeged,2,open-access publisher | university,1890-1919,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1890-1919,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q180468,Albert Szent-Györgyi,1893,membership,http://www.wikidata.org/entity/Q270794,National Academy of Sciences,4,academic publisher | academy of sciences | production company | publishing company,1890-1919,"['academic publisher', 'academy of sciences', 'production company', 'publishing company']"
http://www.wikidata.org/entity/Q180861,Roger Waters,1943,membership,http://www.wikidata.org/entity/Q2306,Pink Floyd,1,rock band,1920-1949,['rock band']
http://www.wikidata.org/entity/Q180861,Roger Waters,1943,membership,http://www.wikidata.org/entity/Q2735861,Sigma 6,1,musical group,1920-1949,['musical group']
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q1541947,Daughters of the American Revolution,2,nonprofit organization | women's club,1860-1889,"['nonprofit organization', ""women's club""]"
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q3308284,Alpha Kappa Alpha,1,sorority,1860-1889,['sorority']
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q180989,Jane Addams,1860,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | honor society | learned society | organization,1860-1889,"['academic publisher', 'honor society', 'learned society', 'organization']"
http://www.wikidata.org/entity/Q1819940,Leopoldine Kulka,1872,employment,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1860-1889,['university']
http://www.wikidata.org/entity/Q1819940,Leopoldine Kulka,1872,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q6509076,League of Nations Union,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q12353075,National Union of Societies for Equal Citizenship,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q18528287,Kathleen Courtney,1878,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,employment,http://www.wikidata.org/entity/Q333886,Georgetown University,4,catholic university | private not-for-profit educational institution | private university | research university,1920-1949,"['catholic university', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,employment,http://www.wikidata.org/entity/Q846101,Georgetown University Law Center,1,law school,1920-1949,['law school']
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1920-1949,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q18818063,Hideo Fujita,1931,employment,http://www.wikidata.org/entity/Q1149176,Rissho University,1,university,1920-1949,['university']
http://www.wikidata.org/entity/Q18818455,Tano Jōdai,1882,employment,http://www.wikidata.org/entity/Q1143226,Japan Women's University,2,private university,1860-1889,['private university']
http://www.wikidata.org/entity/Q192165,Danny Glover,1946,employment,http://www.wikidata.org/entity/Q740308,UNICEF,1,organization established by the united nations,1920-1949,['organization established by the united nations']
http://www.wikidata.org/entity/Q19666920,Roh Su-hui,1944,membership,http://www.wikidata.org/entity/Q12616593,Pan-Korean Alliance for Reunification,1,non-governmental organization,1920-1949,['non-governmental organization']
http://www.wikidata.org/entity/Q19840720,Élisabeth Decrey Warner,1953,employment,http://www.wikidata.org/entity/Q5532982,Geneva Call,2,non-governmental organization | nonprofit organization,1950-1979,"['non-governmental organization', 'nonprofit organization']"
http://www.wikidata.org/entity/Q19892924,Keith McHenry,1957,membership,http://www.wikidata.org/entity/Q1137514,Indymedia,2,organization | social media,1950-1979,"['organization', 'social media']"
http://www.wikidata.org/entity/Q19892924,Keith McHenry,1957,membership,http://www.wikidata.org/entity/Q580916,Food Not Bombs,1,organization,1950-1979,['organization']
http://www.wikidata.org/entity/Q19892924,Keith McHenry,1957,membership,http://www.wikidata.org/entity/Q5125475,Clamshell Alliance,1,political organization,1950-1979,['political organization']
http://www.wikidata.org/entity/Q20031784,Anna Charlotte Ruys,1898,employment,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1890-1919,"['research institute', 'university']"
http://www.wikidata.org/entity/Q20031817,Maria Boissevain,1878,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q20127,Wilhelm Liebknecht,1826,membership,http://www.wikidata.org/entity/Q183725,International Workingmen's Association,2,organization | political international,1800-1829,"['organization', 'political international']"
http://www.wikidata.org/entity/Q206446,Christian Lous Lange,1869,membership,http://www.wikidata.org/entity/Q49260,Norwegian Association for Women's Rights,1,political organization,1860-1889,['political organization']
http://www.wikidata.org/entity/Q20717409,Vilma Glücklich,1872,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q20717409,Vilma Glücklich,1872,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q20739101,Tracy Dickinson Mygatt,1885,employment,http://www.wikidata.org/entity/Q18386297,Campaign for World Government,2,international non-governmental organization | nonprofit organization,1860-1889,"['international non-governmental organization', 'nonprofit organization']"
http://www.wikidata.org/entity/Q20752213,Olga Misař,1876,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q130965,Fordham University,2,private not-for-profit educational institution | private university,1890-1919,"['private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q333886,Georgetown University,4,catholic university | private not-for-profit educational institution | private university | research university,1890-1919,"['catholic university', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q168000,American University,3,private not-for-profit educational institution | private university | research university,1890-1919,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q20880809,Charles C. Tansill,1890,employment,http://www.wikidata.org/entity/Q179036,The Catholic University of America,1,catholic university,1890-1919,['catholic university']
http://www.wikidata.org/entity/Q21014537,Thora Daugaard,1874,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q21098475,Virginie Griess-Traut,1814,membership,http://www.wikidata.org/entity/Q76391871,Société pour l'amélioration du sort de la femme et la revendication de ses droits,1,association,1800-1829,['association']
http://www.wikidata.org/entity/Q211239,Jody Williams,1950,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,advocacy group | international organization,1950-1979,"['advocacy group', 'international organization']"
http://www.wikidata.org/entity/Q211239,Jody Williams,1950,employment,http://www.wikidata.org/entity/Q1472358,University of Houston,2,public educational institution of the united states | university,1950-1979,"['public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q21151762,Wilson A. Head,1914,membership,http://www.wikidata.org/entity/Q502044,NAACP,2,advocacy group | nonprofit organization,1890-1919,"['advocacy group', 'nonprofit organization']"
http://www.wikidata.org/entity/Q211856,"Philip Noel-Baker, Baron Noel-Baker",1889,employment,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,educational organization | higher education institution | public research university,1860-1889,"['educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q211856,"Philip Noel-Baker, Baron Noel-Baker",1889,employment,http://www.wikidata.org/entity/Q38130,League of Nations,2,intergovernmental organization | international organization,1860-1889,"['intergovernmental organization', 'international organization']"
http://www.wikidata.org/entity/Q214959,Harry Belafonte,1927,membership,http://www.wikidata.org/entity/Q27629697,The Sanders Institute,1,organization,1920-1949,['organization']
http://www.wikidata.org/entity/Q214959,Harry Belafonte,1927,employment,http://www.wikidata.org/entity/Q740308,UNICEF,1,organization established by the united nations,1920-1949,['organization established by the united nations']
http://www.wikidata.org/entity/Q214959,Harry Belafonte,1927,membership,http://www.wikidata.org/entity/Q47464419,"Mayoral Advisory Commission on City Art, Monuments, and Markers",2,blue-ribbon panel | report,1920-1949,"['blue-ribbon panel', 'report']"
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867,employment,http://www.wikidata.org/entity/Q49205,Wellesley College,3,private not-for-profit educational institution | university | women's college,1860-1889,"['private not-for-profit educational institution', 'university', ""women's college""]"
http://www.wikidata.org/entity/Q21536171,Cecilia Annie John,1877,employment,http://www.wikidata.org/entity/Q134527475,Women's Political Association of Victoria,2,organization | women's rights organization,1860-1889,"['organization', ""women's rights organization""]"
http://www.wikidata.org/entity/Q21536171,Cecilia Annie John,1877,employment,http://www.wikidata.org/entity/Q24901308,Women's Peace Army,2,organization | women's organization,1860-1889,"['organization', ""women's organization""]"
http://www.wikidata.org/entity/Q21536477,Margaret Sturge Watts,1892,employment,http://www.wikidata.org/entity/Q24901308,Women's Peace Army,2,organization | women's organization,1890-1919,"['organization', ""women's organization""]"
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q115386202,Mothers for Police Accountability,1,nonprofit organization,1920-1949,['nonprofit organization']
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q3550308,Service Employees International Union,1,labor union,1920-1949,['labor union']
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q655029,International Brotherhood of Teamsters,2,labor union | nonprofit organization,1920-1949,"['labor union', 'nonprofit organization']"
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q5137984,Coalition of Labor Union Women,2,labor union | women's organization,1920-1949,"['labor union', ""women's organization""]"
http://www.wikidata.org/entity/Q23008558,Lonnie Nelson,1932,membership,http://www.wikidata.org/entity/Q3538166,United Food and Commercial Workers (United States),2,labor union | nonprofit organization,1920-1949,"['labor union', 'nonprofit organization']"
http://www.wikidata.org/entity/Q232407,Jeannette Rankin,1880,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q23303240,Ann Messner,1952,employment,http://www.wikidata.org/entity/Q1204714,Pratt Institute,2,private not-for-profit educational institution | university,1950-1979,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q235321,Jill Stein,1950,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1950-1979,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q23670988,Zahra' Langhi,1975,membership,http://www.wikidata.org/entity/Q104864601,Libyan Political Dialogue Forum,1,government organization,1950-1979,['government organization']
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1920-1949,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q218868,Trilateral Commission,3,international organization | non-governmental organization | think tank,1920-1949,"['international organization', 'non-governmental organization', 'think tank']"
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,employment,http://www.wikidata.org/entity/Q621043,Emory University,2,private not-for-profit educational institution | private university,1920-1949,"['private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q1517662,The Elders,2,non-governmental organization | organization,1920-1949,"['non-governmental organization', 'organization']"
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924,membership,http://www.wikidata.org/entity/Q468865,American Legion,2,nonprofit organization | veterans' organization,1920-1949,"['nonprofit organization', ""veterans' organization""]"
http://www.wikidata.org/entity/Q23802321,Hagar Rublev,1954,employment,http://www.wikidata.org/entity/Q4868474,Bat Shalom,2,non-governmental organization | organization,1950-1979,"['non-governmental organization', 'organization']"
http://www.wikidata.org/entity/Q23802321,Hagar Rublev,1954,membership,http://www.wikidata.org/entity/Q1083473,Women in Black,2,history of feminism | peace movement,1950-1979,"['history of feminism', 'peace movement']"
http://www.wikidata.org/entity/Q23802321,Hagar Rublev,1954,employment,http://www.wikidata.org/entity/Q26683,Palestine Liberation Organization,2,political coalition | political organization,1950-1979,"['political coalition', 'political organization']"
http://www.wikidata.org/entity/Q23815106,Max Habicht,1899,employment,http://www.wikidata.org/entity/Q38130,League of Nations,2,intergovernmental organization | international organization,1890-1919,"['intergovernmental organization', 'international organization']"
http://www.wikidata.org/entity/Q23815106,Max Habicht,1899,membership,http://www.wikidata.org/entity/Q468581,American Society of International Law,2,nonprofit organization | regulatory college,1890-1919,"['nonprofit organization', 'regulatory college']"
http://www.wikidata.org/entity/Q2385909,Jean Toulat,1915,employment,http://www.wikidata.org/entity/Q3213561,La Vie,1,newspaper,1890-1919,['newspaper']
http://www.wikidata.org/entity/Q238840,Richard Anderson Falk,1930,employment,http://www.wikidata.org/entity/Q21578,Princeton University,5,academic publisher | colonial colleges | private not-for-profit educational institution | private university | research university,1920-1949,"['academic publisher', 'colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q241299,Julia Ward Howe,1819,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1800-1829,"['academy of sciences', 'award']"
http://www.wikidata.org/entity/Q242128,Anna Louise Strong,1885,membership,http://www.wikidata.org/entity/Q73281569,Washington Alpine Club,1,sports club,1860-1889,['sports club']
http://www.wikidata.org/entity/Q244441,Pete Seeger,1919,membership,http://www.wikidata.org/entity/Q664062,The Weavers,1,musical group,1890-1919,['musical group']
http://www.wikidata.org/entity/Q2587497,Jan Gruiters,1956,employment,http://www.wikidata.org/entity/Q2003651,PAX,3,non-governmental organization | nonprofit organization | peace movement,1950-1979,"['non-governmental organization', 'nonprofit organization', 'peace movement']"
http://www.wikidata.org/entity/Q2596377,Helen Zia,1952,membership,http://www.wikidata.org/entity/Q2128498,Committee of 100,1,501(c)(3) organization,1950-1979,['501(c)(3) organization']
http://www.wikidata.org/entity/Q26251089,Vida Milholland,1888,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1860-1889,"['organization', 'political party']"
http://www.wikidata.org/entity/Q268322,Han Ryner,1861,membership,http://www.wikidata.org/entity/Q41726,freemasonry,2,fraternal organization | social group,1860-1889,"['fraternal organization', 'social group']"
http://www.wikidata.org/entity/Q270115,Nurit Peled-Elhanan,1949,employment,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1920-1949,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,employment,http://www.wikidata.org/entity/Q49115,Cornell University,5,land-grant university | private not-for-profit educational institution | private university | research university | sun grant institution,1920-1949,"['land-grant university', 'private not-for-profit educational institution', 'private university', 'research university', 'sun grant institution']"
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,colonial colleges | organization | private not-for-profit educational institution | private university | research university,1920-1949,"['colonial colleges', 'organization', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1920-1949,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q270705,Adrienne Rich,1929,employment,http://www.wikidata.org/entity/Q49119,Brandeis University,3,private not-for-profit educational institution | university | university campus,1920-1949,"['private not-for-profit educational institution', 'university', 'university campus']"
http://www.wikidata.org/entity/Q27323115,Dora Staudinger,1886,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q27323115,Dora Staudinger,1886,employment,http://www.wikidata.org/entity/Q2534714,Vorwärts,1,newspaper,1860-1889,['newspaper']
http://www.wikidata.org/entity/Q274840,Marie Equi,1872,membership,http://www.wikidata.org/entity/Q1966921,National American Woman Suffrage Association,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q2750926,Harry van den Bergh,1942,membership,http://www.wikidata.org/entity/Q939743,Parliamentary Assembly of the Council of Europe,1,parliamentary assembly,1920-1949,['parliamentary assembly']
http://www.wikidata.org/entity/Q2778068,Mattityahu Peled,1923,employment,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | ottoman association | university,1920-1949,"['open-access publisher', 'ottoman association', 'university']"
http://www.wikidata.org/entity/Q27957196,Arthur Honeyman,1940,employment,http://www.wikidata.org/entity/Q17107972,Oregon Bureau of Labor and Industries,1,government agency,1920-1949,['government agency']
http://www.wikidata.org/entity/Q27957196,Arthur Honeyman,1940,employment,http://www.wikidata.org/entity/Q4680360,Adams High School,1,high school,1920-1949,['high school']
http://www.wikidata.org/entity/Q28228969,Robert Greenblatt,1938,employment,http://www.wikidata.org/entity/Q49115,Cornell University,5,land-grant university | private not-for-profit educational institution | private university | research university | sun grant institution,1920-1949,"['land-grant university', 'private not-for-profit educational institution', 'private university', 'research university', 'sun grant institution']"
http://www.wikidata.org/entity/Q283659,Barbara Ehrenreich,1941,membership,http://www.wikidata.org/entity/Q164182,Democratic Socialists of America,1,political organization,1920-1949,['political organization']
