uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q95676245,Myriel Irfona Davies,1920,employment,http://www.wikidata.org/entity/Q7888328,United Nations Association UK,2,charitable organization | non-governmental organization,1901-1920
http://www.wikidata.org/entity/Q95676245,Myriel Irfona Davies,1920,membership,http://www.wikidata.org/entity/Q1536976,Gorsedd Cymru,1,gorsedd,1901-1920
http://www.wikidata.org/entity/Q95888000,Rhoda Hatch,1946,membership,http://www.wikidata.org/entity/Q97859007,Citizens Against Desert Storm,1,organization,1941-1960
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,membership,http://www.wikidata.org/entity/Q163700,Legion of Honour,1,state order,1921-1940
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,membership,http://www.wikidata.org/entity/Q2015366,Congressional Black Caucus,1,congressional caucus,1921-1940
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1921-1940
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,membership,http://www.wikidata.org/entity/Q2839513,Alpha Phi Alpha,1,fraternity,1921-1940
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,membership,http://www.wikidata.org/entity/Q31870,National Council of Churches,1,national council of churches,1921-1940
http://www.wikidata.org/entity/Q96197241,Karmen Ratković,1965,employment,http://www.wikidata.org/entity/Q95556065,Center for Peace Studies (Croatia),1,non-governmental organization,1961-1980
http://www.wikidata.org/entity/Q96197241,Karmen Ratković,1965,employment,http://www.wikidata.org/entity/Q25459011,Centre for Women’s Studies Zagreb,2,research institute | non-governmental organization,1961-1980
http://www.wikidata.org/entity/Q96197241,Karmen Ratković,1965,employment,http://www.wikidata.org/entity/Q45916492,co-founder,5,occupation | profession | corporate title | role | Occupation,1961-1980
http://www.wikidata.org/entity/Q96597,Elisabeth Rotten,1882,employment,http://www.wikidata.org/entity/Q464677,American Friends Service Committee,3,Christian organization | organization related to nonviolence | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q96597,Elisabeth Rotten,1882,employment,http://www.wikidata.org/entity/Q1047672,International Bureau of Education,1,specialized agency of the United Nations,1851-1900
http://www.wikidata.org/entity/Q96597,Elisabeth Rotten,1882,employment,http://www.wikidata.org/entity/Q35794,University of Cambridge,4,educational organization | public research university | collegiate university | organization,1851-1900
http://www.wikidata.org/entity/Q96597,Elisabeth Rotten,1882,employment,http://www.wikidata.org/entity/Q477269,Schweizer Spende,1,organization,1851-1900
http://www.wikidata.org/entity/Q96695059,Mark Hegewald,1972,membership,http://www.wikidata.org/entity/Q97119226,Q97119226,3,website | web portal | YouTube channel,1961-1980
http://www.wikidata.org/entity/Q96695059,Mark Hegewald,1972,employment,http://www.wikidata.org/entity/Q27265,University of Salzburg,3,university | open-access publisher | organization,1961-1980
http://www.wikidata.org/entity/Q96695059,Mark Hegewald,1972,employment,http://www.wikidata.org/entity/Q154804,Leipzig University,4,comprehensive university | university of applied sciences | open-access publisher | public university,1961-1980
http://www.wikidata.org/entity/Q97014275,Rose Marie Berger,1963,employment,http://www.wikidata.org/entity/Q7555050,Sojourners,2,Christian organization | nonprofit organization,1961-1980
http://www.wikidata.org/entity/Q97195848,Willy Begert,1913,employment,http://www.wikidata.org/entity/Q632013,Service Civil International,1,peace organization,1901-1920
http://www.wikidata.org/entity/Q981448,Robert Lowell,1917,employment,http://www.wikidata.org/entity/Q182973,University of Iowa,3,public research university | public educational institution of the United States | university,1901-1920
http://www.wikidata.org/entity/Q981448,Robert Lowell,1917,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1901-1920
http://www.wikidata.org/entity/Q981448,Robert Lowell,1917,membership,http://www.wikidata.org/entity/Q812155,Bavarian Academy of Fine Arts,2,voluntary association | academy,1901-1920
http://www.wikidata.org/entity/Q981448,Robert Lowell,1917,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1901-1920
http://www.wikidata.org/entity/Q99194330,Signe Fredholm,1885,employment,http://www.wikidata.org/entity/Q10429949,Q10429949,1,folk high school,1851-1900
http://www.wikidata.org/entity/Q99194330,Signe Fredholm,1885,membership,http://www.wikidata.org/entity/Q10685090,Q10685090,1,organization,1851-1900
http://www.wikidata.org/entity/Q99674302,Édouard Quemper,1925,membership,http://www.wikidata.org/entity/Q15731766,Francs-tireurs et partisans,1,network or movement of the French Resistance,1921-1940
http://www.wikidata.org/entity/Q99674302,Édouard Quemper,1925,membership,http://www.wikidata.org/entity/Q192821,French Communist Party,2,communist party | political party,1921-1940
