uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q574843,Pervez Hoodbhoy,1950,employment,http://www.wikidata.org/entity/Q3696246,Virtual University of Pakistan,1,university,1941-1960
http://www.wikidata.org/entity/Q5764672,Hilton Obenzinger,1947,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q581009,Roderick Long,1964,employment,http://www.wikidata.org/entity/Q540672,Auburn University,3,public educational institution of the United States | university | land-grant university,1961-1980
http://www.wikidata.org/entity/Q59532403,Keith Spalding,1913,employment,http://www.wikidata.org/entity/Q1420500,Swansea University,2,public research university | open-access publisher,1901-1920
http://www.wikidata.org/entity/Q59532403,Keith Spalding,1913,employment,http://www.wikidata.org/entity/Q790029,Bangor University,2,academic institution | public university,1901-1920
http://www.wikidata.org/entity/Q60421580,Clara Tybjerg,1864,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q60564553,Eugénie Hamer,1865,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q60564553,Eugénie Hamer,1865,membership,http://www.wikidata.org/entity/Q2537361,Belgian Red Cross,1,National Red Cross and Red Crescent society,1851-1900
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q19383539,Q19383539,1,organization,1851-1900
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q927391,Norwegian Red Cross,1,National Red Cross and Red Crescent society,1851-1900
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q49260,Norwegian Association for Women's Rights,1,political organization,1851-1900
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q11983087,Kvinnestemmerettsforeningen,1,organization,1851-1900
http://www.wikidata.org/entity/Q61360452,Syed Muhammad Hussain,1924,employment,http://www.wikidata.org/entity/Q3346963,Supreme Court of Bangladesh,2,supreme court,1921-1940
http://www.wikidata.org/entity/Q6136724,James J. Martin,1916,employment,http://www.wikidata.org/entity/Q1256981,San Francisco State University,2,public educational institution of the United States | university,1901-1920
http://www.wikidata.org/entity/Q61756092,Julia Szarvasy,1985,membership,http://www.wikidata.org/entity/Q97119226,Q97119226,3,website | web portal | YouTube channel,1981-2000
http://www.wikidata.org/entity/Q6182712,Jerome Grossman,1917,employment,http://www.wikidata.org/entity/Q49120,Tufts University,2,university | private not-for-profit educational institution,1901-1920
http://www.wikidata.org/entity/Q619390,David Dean Shulman,1949,employment,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q619390,David Dean Shulman,1949,membership,http://www.wikidata.org/entity/Q209184,Israel Academy of Sciences and Humanities,2,academy of sciences | statutory corporation,1941-1960
http://www.wikidata.org/entity/Q62000,Eugen Drewermann,1940,employment,http://www.wikidata.org/entity/Q883284,Theological Faculty of Paderborn,3,church college | Catholic theological faculty | public educational institution,1921-1940
http://www.wikidata.org/entity/Q62080675,Julie Ramsing,1871,membership,http://www.wikidata.org/entity/Q10466718,Danske Kvinders Forsvarsforening,1,women's organization,1851-1900
http://www.wikidata.org/entity/Q62081550,Voldborg Ølsgaard,1877,membership,http://www.wikidata.org/entity/Q123989351,Kvindernes Internationale Liga for Fred og Frihed,3,women's organization | organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q6213177,Joel Andreas,1900,employment,http://www.wikidata.org/entity/Q193727,Johns Hopkins University,4,research institute | private not-for-profit educational institution | open-access publisher | university,1851-1900
http://www.wikidata.org/entity/Q6213656,Joel Kovel,1936,employment,http://www.wikidata.org/entity/Q49109,Bard College,2,liberal arts college | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q6234299,John Froines,1939,employment,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1921-1940
http://www.wikidata.org/entity/Q6245134,John Lofland,1936,employment,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public research university | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q6245134,John Lofland,1936,employment,http://www.wikidata.org/entity/Q129421,"University of California, Davis",5,census-designated place in the United States | public educational institution of the United States | open-access publisher | university | land-grant university,1921-1940
http://www.wikidata.org/entity/Q6245134,John Lofland,1936,employment,http://www.wikidata.org/entity/Q815352,California State University,2,university | state university system,1921-1940
http://www.wikidata.org/entity/Q6259245,John Stockwell,1937,employment,http://www.wikidata.org/entity/Q37230,Central Intelligence Agency,2,foreign intelligence service | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q62607169,Heide Schütz,1941,membership,http://www.wikidata.org/entity/Q56721927,Q56721927,3,voluntary association | network | peace organization,1941-1960
http://www.wikidata.org/entity/Q62607169,Heide Schütz,1941,employment,http://www.wikidata.org/entity/Q543510,Helmholtz-Gymnasium Bonn,1,Gymnasium in Germany,1941-1960
http://www.wikidata.org/entity/Q62672,Freya von Moltke,1911,membership,http://www.wikidata.org/entity/Q675215,Kreisau Circle,2,organization | WWII resistance group,1901-1920
http://www.wikidata.org/entity/Q63092550,Lea Frings,1983,employment,http://www.wikidata.org/entity/Q22868,RT,4,website | television network | foreign agent | television station,1981-2000
http://www.wikidata.org/entity/Q63348786,Nina Benner-Andersson,1865,employment,http://www.wikidata.org/entity/Q10497371,Folkets Hus och Parker,1,organization,1851-1900
http://www.wikidata.org/entity/Q63348786,Nina Benner-Andersson,1865,membership,http://www.wikidata.org/entity/Q104813081,Föreningen frisinnade kvinnor,1,organization,1851-1900
http://www.wikidata.org/entity/Q63348786,Nina Benner-Andersson,1865,membership,http://www.wikidata.org/entity/Q101219340,Föreningen för kvinnans politiska rösträtt i Västerås,1,organization,1851-1900
http://www.wikidata.org/entity/Q6371632,Karl Bissinger,1914,membership,http://www.wikidata.org/entity/Q1410527,War Resisters League,1,nonprofit organization,1901-1920
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,employment,http://www.wikidata.org/entity/Q5059717,Center for International Stabilization and Recovery,1,think tank,1961-1980
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,membership,http://www.wikidata.org/entity/Q458620,Peace Corps,1,government agency,1961-1980
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,employment,http://www.wikidata.org/entity/Q610253,University of Jordan,1,public university,1961-1980
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,employment,http://www.wikidata.org/entity/Q258943,James Madison University,2,public educational institution of the United States | public university,1961-1980
http://www.wikidata.org/entity/Q64013995,Edward B. Krehbiel,1878,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1851-1900
http://www.wikidata.org/entity/Q6504557,Lawrence S. Wittner,1941,employment,http://www.wikidata.org/entity/Q2093794,Vassar College,2,liberal arts college in the United States | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6504557,Lawrence S. Wittner,1941,employment,http://www.wikidata.org/entity/Q1780816,State University of New York at Albany,2,public educational institution of the United States | public university,1941-1960
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q640694,University of Alberta,5,public research university | open-access publisher | autonomous university | comprehensive academic and research university | corporation,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,United States federal agency | air force,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,membership,http://www.wikidata.org/entity/Q94301,Royal Society of Canada,3,academic publisher | academy of sciences | academy,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,membership,http://www.wikidata.org/entity/Q3550704,United Jewish Peoples' Order,1,organization,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q1093910,City College of New York,2,public educational institution of the United States | higher education institution,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q49087,Fisk University,3,private university | private not-for-profit educational institution | historically black college or university,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q7182919,Philander Smith University,3,private not-for-profit educational institution | historically black college or university | school,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q618604,National Advisory Committee for Aeronautics,1,government agency,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,membership,http://www.wikidata.org/entity/Q465654,American Mathematical Society,1,mathematical society,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q739627,Pennsylvania State University,3,public research university | production company | open-access publisher,1901-1920
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q849751,York University,1,university,1901-1920
http://www.wikidata.org/entity/Q6531687,Lessing J. Rosenwald,1891,employment,http://www.wikidata.org/entity/Q6499202,Sears,2,public company | business,1851-1900
http://www.wikidata.org/entity/Q6531687,Lessing J. Rosenwald,1891,membership,http://www.wikidata.org/entity/Q119141372,Philobiblon Club,1,club,1851-1900
http://www.wikidata.org/entity/Q6548193,Lillian Robinson,1941,employment,http://www.wikidata.org/entity/Q326342,Concordia University,1,university in Quebec,1941-1960
http://www.wikidata.org/entity/Q66001441,Edith Lutz,1949,membership,http://www.wikidata.org/entity/Q2900848,Jewish Voice for Peace,2,Jewish organization | nonprofit organization,1941-1960
http://www.wikidata.org/entity/Q66014118,Kate Dewes,1952,employment,http://www.wikidata.org/entity/Q5383999,Epsom Girls' Grammar School,3,public school | boarding school | secondary school,1941-1960
http://www.wikidata.org/entity/Q66014118,Kate Dewes,1952,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1941-1960
http://www.wikidata.org/entity/Q6755685,Marc Lamont Hill,1978,membership,http://www.wikidata.org/entity/Q16151590,Kappa Alpha Psi,1,fraternity,1961-1980
http://www.wikidata.org/entity/Q6755685,Marc Lamont Hill,1978,employment,http://www.wikidata.org/entity/Q1524124,Morehouse College,3,college | private not-for-profit educational institution | historically black college or university,1961-1980
http://www.wikidata.org/entity/Q6755685,Marc Lamont Hill,1978,employment,http://www.wikidata.org/entity/Q1420239,Temple University,3,public educational institution of the United States | collection | university,1961-1980
http://www.wikidata.org/entity/Q6755685,Marc Lamont Hill,1978,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1961-1980
http://www.wikidata.org/entity/Q6759148,Margaret Ashton,1856,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q6760103,Margaretta D'Arcy,1934,membership,http://www.wikidata.org/entity/Q201947,Aosdána,2,voluntary association | online database,1921-1940
http://www.wikidata.org/entity/Q6763494,Marilyn B. Young,1937,membership,http://www.wikidata.org/entity/Q5153002,Committee of Concerned Asian Scholars,1,organization,1921-1940
http://www.wikidata.org/entity/Q6763494,Marilyn B. Young,1937,employment,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public research university | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q6763494,Marilyn B. Young,1937,employment,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q6774459,Martha Larsen Jahn,1875,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q6821229,Mesfin Woldemariam,1930,employment,http://www.wikidata.org/entity/Q1238770,Addis Ababa University,1,university,1921-1940
http://www.wikidata.org/entity/Q6832112,Michael Lavalette,1962,employment,http://www.wikidata.org/entity/Q1818020,Liverpool Hope University,4,higher education institution | educational organization | university | charitable organization,1961-1980
http://www.wikidata.org/entity/Q700611,Grigoris Lambrakis,1912,employment,http://www.wikidata.org/entity/Q547867,National and Kapodistrian University of Athens,1,university,1901-1920
http://www.wikidata.org/entity/Q7052438,Norman Kember,1931,employment,http://www.wikidata.org/entity/Q4120330,Barts and The London School of Medicine and Dentistry,2,dental school | medical school,1921-1940
http://www.wikidata.org/entity/Q708795,Ramsey Clark,1927,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q711066,Robert Jay Lifton,1926,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q711066,Robert Jay Lifton,1926,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q711066,Robert Jay Lifton,1926,employment,http://www.wikidata.org/entity/Q1700617,John Jay College of Criminal Justice,3,public educational institution of the United States | higher education institution | business school,1921-1940
http://www.wikidata.org/entity/Q71410,Anita Augspurg,1857,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q715181,Michael Franti,1966,membership,http://www.wikidata.org/entity/Q1754173,The Disposable Heroes of Hiphoprisy,1,musical group,1961-1980
http://www.wikidata.org/entity/Q715362,Mike Ross,1961,employment,http://www.wikidata.org/entity/Q1853515,Lieutenant Governor of Arkansas,2,position | elective office,1961-1980
http://www.wikidata.org/entity/Q7173145,Peter Cadogan,1921,employment,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London",4,public research university | constituent college | higher education institution | educational organization,1921-1940
http://www.wikidata.org/entity/Q7174449,Peter H. Irons,1940,employment,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",2,public educational institution of the United States | public university,1921-1940
http://www.wikidata.org/entity/Q7174449,Peter H. Irons,1940,employment,http://www.wikidata.org/entity/Q15142,University of Massachusetts Amherst,3,university | land-grant university | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q719357,Cyrus McCormick,1809,membership,http://www.wikidata.org/entity/Q188771,French Academy of Sciences,3,national academy | archive | academy of sciences,1801-1850
http://www.wikidata.org/entity/Q719360,Alexander Langer,1946,employment,http://www.wikidata.org/entity/Q3837489,Lotta Continua,1,daily newspaper,1941-1960
http://www.wikidata.org/entity/Q719360,Alexander Langer,1946,employment,http://www.wikidata.org/entity/Q52850049,Iti Giovanni XXIII,1,technical institute,1941-1960
http://www.wikidata.org/entity/Q719860,Charles A. Beard,1874,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1851-1900
http://www.wikidata.org/entity/Q719860,Charles A. Beard,1874,membership,http://www.wikidata.org/entity/Q464915,American Historical Association,4,trade union federation | historical society | learned society | nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q719860,Charles A. Beard,1874,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1851-1900
http://www.wikidata.org/entity/Q723263,Bernard Lown,1921,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q723263,Bernard Lown,1921,membership,http://www.wikidata.org/entity/Q265058,Hungarian Academy of Sciences,4,public body | national academy | organization | academy of sciences,1921-1940
http://www.wikidata.org/entity/Q723263,Bernard Lown,1921,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q72399958,Bertram Lloyd,1881,membership,http://www.wikidata.org/entity/Q4971058,British Society for the Study of Sex Psychology,1,LGBTQ+ rights organization,1851-1900
http://www.wikidata.org/entity/Q72399958,Bertram Lloyd,1881,membership,http://www.wikidata.org/entity/Q130610973,National Society for the Abolition of Cruel Sports,1,organization,1851-1900
http://www.wikidata.org/entity/Q72399958,Bertram Lloyd,1881,membership,http://www.wikidata.org/entity/Q5939464,Humanitarian League,1,advocacy group,1851-1900
http://www.wikidata.org/entity/Q7291499,Randall Amster,1965,employment,http://www.wikidata.org/entity/Q333886,Georgetown University,4,Catholic university | private not-for-profit educational institution | research university | private university,1961-1980
http://www.wikidata.org/entity/Q731787,Michel Evgenij Chossudovsky,1946,employment,http://www.wikidata.org/entity/Q627969,University of Ottawa,5,public research university | open-access publisher | research university | university in Ontario | public university,1941-1960
http://www.wikidata.org/entity/Q7331525,Rick Kuhn,1955,employment,http://www.wikidata.org/entity/Q127990,Australian National University,3,production company | Government body of Australia | public university,1941-1960
http://www.wikidata.org/entity/Q7331525,Rick Kuhn,1955,membership,http://www.wikidata.org/entity/Q17015201,National Tertiary Education Union,1,labor union,1941-1960
http://www.wikidata.org/entity/Q7331525,Rick Kuhn,1955,employment,http://www.wikidata.org/entity/Q85845581,Bureau of Industry Economics,1,Government body of Australia,1941-1960
http://www.wikidata.org/entity/Q7331525,Rick Kuhn,1955,membership,http://www.wikidata.org/entity/Q8217385,Jews Against the Occupation,1,organization,1941-1960
http://www.wikidata.org/entity/Q7341809,Robert Baker Aitken,1917,employment,http://www.wikidata.org/entity/Q217439,University of Hawaiʻi System,3,open-access publisher | university | state university system,1901-1920
http://www.wikidata.org/entity/Q7344841,Robert Goldwyn,1930,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q734955,Robinson Jeffers,1887,membership,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,2,academy of sciences | award,1851-1900
http://www.wikidata.org/entity/Q738029,Bill Ayers,1944,employment,http://www.wikidata.org/entity/Q955764,University of Illinois at Chicago,3,public educational institution of the United States | open-access publisher | public university,1941-1960
http://www.wikidata.org/entity/Q7407563,Sam Hamill,1943,employment,http://www.wikidata.org/entity/Q5168700,Copper Canyon Press,2,small press | nonprofit organization,1941-1960
http://www.wikidata.org/entity/Q74133,Barbara Lochbihler,1959,employment,http://www.wikidata.org/entity/Q42970,Amnesty International,3,nonprofit corporation | nonprofit organization | non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q7436522,Scott Horton,1976,employment,http://www.wikidata.org/entity/Q149670,Antiwar.com,3,501(c)(3) organization | website | magazine,1961-1980
http://www.wikidata.org/entity/Q7459210,Seymour Melman,1917,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1901-1920
http://www.wikidata.org/entity/Q7505155,Shunsuke Tsurumi,1922,employment,http://www.wikidata.org/entity/Q921088,Doshisha University,1,private university,1921-1940
http://www.wikidata.org/entity/Q7505155,Shunsuke Tsurumi,1922,employment,http://www.wikidata.org/entity/Q587326,Tokyo Institute of Technology,4,academic publisher | institute of technology | research institute | university in postwar Japan,1921-1940
http://www.wikidata.org/entity/Q7505155,Shunsuke Tsurumi,1922,employment,http://www.wikidata.org/entity/Q336264,Kyoto University,4,comprehensive university | academic publisher | university | national university,1921-1940
http://www.wikidata.org/entity/Q7513,Kathleen Lonsdale,1903,membership,http://www.wikidata.org/entity/Q123885,Royal Society,6,national academy | publishing company | open-access publisher | organization | learned society | academy of sciences,1901-1920
http://www.wikidata.org/entity/Q7513,Kathleen Lonsdale,1903,membership,http://www.wikidata.org/entity/Q55202,Women's Engineering Society,3,nonprofit organization | engineering society | women's organization,1901-1920
http://www.wikidata.org/entity/Q7513,Kathleen Lonsdale,1903,employment,http://www.wikidata.org/entity/Q2171086,Royal Institution,1,scientific society,1901-1920
http://www.wikidata.org/entity/Q7513,Kathleen Lonsdale,1903,employment,http://www.wikidata.org/entity/Q193196,University College London,4,higher education institution | educational organization | academic institution | university college,1901-1920
http://www.wikidata.org/entity/Q7513,Kathleen Lonsdale,1903,employment,http://www.wikidata.org/entity/Q503424,University of Leeds,2,public research university | educational organization,1901-1920
http://www.wikidata.org/entity/Q75823,Clara Zetkin,1857,membership,http://www.wikidata.org/entity/Q873574,Rote Hilfe,2,political organization | aid agency,1851-1900
http://www.wikidata.org/entity/Q75823,Clara Zetkin,1857,membership,http://www.wikidata.org/entity/Q124649913,All-Union Society of Old Bolsheviks,1,voluntary association,1851-1900
http://www.wikidata.org/entity/Q75868,Arnold Zweig,1887,membership,http://www.wikidata.org/entity/Q15646111,Academy of Arts of the GDR,1,academy,1851-1900
http://www.wikidata.org/entity/Q7626999,Stuart Rees,1939,employment,http://www.wikidata.org/entity/Q487556,University of Sydney,1,public research university,1921-1940
http://www.wikidata.org/entity/Q7659523,Sybil Morrison,1893,membership,http://www.wikidata.org/entity/Q1890441,War Resisters' International,1,organization,1851-1900
http://www.wikidata.org/entity/Q7659523,Sybil Morrison,1893,membership,http://www.wikidata.org/entity/Q7532859,Six Point Group,3,women's organization | organization | advocacy group,1851-1900
http://www.wikidata.org/entity/Q7659523,Sybil Morrison,1893,membership,http://www.wikidata.org/entity/Q7157422,Peace Pledge Union,1,organization,1851-1900
http://www.wikidata.org/entity/Q7659523,Sybil Morrison,1893,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q7659523,Sybil Morrison,1893,employment,http://www.wikidata.org/entity/Q7157402,Peace News,1,magazine,1851-1900
http://www.wikidata.org/entity/Q7659523,Sybil Morrison,1893,membership,http://www.wikidata.org/entity/Q1967499,Women's Social and Political Union,3,women's organization | organization | political movement,1851-1900
http://www.wikidata.org/entity/Q77729,Ursula Franklin,1921,membership,http://www.wikidata.org/entity/Q94301,Royal Society of Canada,3,academic publisher | academy of sciences | academy,1921-1940
http://www.wikidata.org/entity/Q77729,Ursula Franklin,1921,employment,http://www.wikidata.org/entity/Q180865,University of Toronto,3,public research university | collegiate university | university in Ontario,1921-1940
http://www.wikidata.org/entity/Q781634,Steve Earle,1955,membership,http://www.wikidata.org/entity/Q113091443,Steve Earle & The Dukes,1,musical group,1941-1960
http://www.wikidata.org/entity/Q78607,Andreas Maislinger,1955,employment,http://www.wikidata.org/entity/Q1474157,University of New Orleans,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q78607,Andreas Maislinger,1955,employment,http://www.wikidata.org/entity/Q875788,University of Innsbruck,1,public university,1941-1960
http://www.wikidata.org/entity/Q788572,Max Eastman,1883,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1851-1900
http://www.wikidata.org/entity/Q788572,Max Eastman,1883,membership,http://www.wikidata.org/entity/Q688638,Mont Pelerin Society,2,scientific society | think tank,1851-1900
http://www.wikidata.org/entity/Q8022118,Bill Airey,1897,employment,http://www.wikidata.org/entity/Q492467,University of Auckland,1,public university,1851-1900
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,membership,http://www.wikidata.org/entity/Q2839513,Alpha Phi Alpha,1,fraternity,1921-1940
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,membership,http://www.wikidata.org/entity/Q605130,Southern Christian Leadership Conference,1,organization,1921-1940
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,employment,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,1,university,1921-1940
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,membership,http://www.wikidata.org/entity/Q1248425,Progressive National Baptist Convention,1,Christian denomination,1921-1940
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,employment,http://www.wikidata.org/entity/Q77240068,Ebenezer Baptist Church,2,church building | organization,1921-1940
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,employment,http://www.wikidata.org/entity/Q5268379,Dexter Avenue Baptist Church,1,Protestant church building,1921-1940
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884,membership,http://www.wikidata.org/entity/Q1541947,Daughters of the American Revolution,2,nonprofit organization | women's club,1851-1900
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884,membership,http://www.wikidata.org/entity/Q3308284,Alpha Kappa Alpha,1,sorority,1851-1900
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1851-1900
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884,employment,http://www.wikidata.org/entity/Q49119,Brandeis University,3,university | university campus | private not-for-profit educational institution,1851-1900
http://www.wikidata.org/entity/Q84689548,Cristina Bautista,1977,membership,http://www.wikidata.org/entity/Q2046097,Paez people,1,ethnic group,1961-1980
http://www.wikidata.org/entity/Q853932,Rosika Schwimmer,1877,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q853932,Rosika Schwimmer,1877,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q86213,Alice Herz,1882,employment,http://www.wikidata.org/entity/Q349055,Wayne State University,2,public research university | public educational institution of the United States,1851-1900
http://www.wikidata.org/entity/Q862451,Bill Slavick,1927,employment,http://www.wikidata.org/entity/Q3244049,University of Southern Maine,2,public educational institution of the United States | university,1921-1940
http://www.wikidata.org/entity/Q862451,Bill Slavick,1927,employment,http://www.wikidata.org/entity/Q178848,University of Notre Dame,5,academic publisher | Catholic university | private not-for-profit educational institution | open-access publisher | private university,1921-1940
http://www.wikidata.org/entity/Q879921,Mark Hatfield,1922,employment,http://www.wikidata.org/entity/Q5539406,George Fox University,3,church college | private not-for-profit educational institution | university,1921-1940
http://www.wikidata.org/entity/Q879921,Mark Hatfield,1922,employment,http://www.wikidata.org/entity/Q930291,Willamette University,3,liberal arts college | Colleges That Change Lives | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q912999,Ken Coates,1930,employment,http://www.wikidata.org/entity/Q472316,University of Nottingham,3,higher education institution | educational organization | public university,1921-1940
http://www.wikidata.org/entity/Q9184644,Carlos Arredondo,1960,membership,http://www.wikidata.org/entity/Q470110,American Red Cross,1,National Red Cross and Red Crescent society,1941-1960
http://www.wikidata.org/entity/Q91904,Lida Heymann,1868,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre,1905,employment,http://www.wikidata.org/entity/Q926749,Lycée Condorcet,1,educational facility,1901-1920
http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre,1905,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1901-1920
http://www.wikidata.org/entity/Q954360,George Woodcock,1912,employment,http://www.wikidata.org/entity/Q391028,University of British Columbia,4,public research university | open-access publisher | university | university in British Columbia,1901-1920
