"subject_uri","birthYear","country","nationality"
"http://dbpedia.org/resource/Cat_Stevens",1948,,
"http://dbpedia.org/resource/G._Simon_Harak",1948,,
"http://dbpedia.org/resource/Gino_Strada",1948,,
"http://dbpedia.org/resource/Brian_Haw",1949,"Essex","British"
"http://dbpedia.org/resource/David_Dean_Shulman",1949,"United_States",
"http://dbpedia.org/resource/José_Ramos-Horta",1949,"East_Timor",
"http://dbpedia.org/resource/José_Ramos-Horta",1949,"Portuguese_Timor",
"http://dbpedia.org/resource/Jeremy_Corbyn",1949,,
"http://dbpedia.org/resource/Jody_Williams",1950,,"American"
"http://dbpedia.org/resource/Tom_Fox_(Quaker)",1951,,
"http://dbpedia.org/resource/Justin_Raimondo",1951,,
"http://dbpedia.org/resource/Peter_Tatchell",1952,"Australia",""
"http://dbpedia.org/resource/Peter_Tatchell",1952,"Australia","British"
"http://dbpedia.org/resource/Peter_Tatchell",1952,"Australia","Australian"
"http://dbpedia.org/resource/Mordechai_Vanunu",1952,"French_Morocco","Israeli"
"http://dbpedia.org/resource/Medea_Benjamin",1952,,"American"
"http://dbpedia.org/resource/Kathy_Kelly",1952,,
"http://dbpedia.org/resource/Eric_Garris",1953,,"American"
"http://dbpedia.org/resource/Janet_Bloomfield",1953,"England",
"http://dbpedia.org/resource/Janet_Bloomfield",1953,"Staffordshire",
"http://dbpedia.org/resource/José_Bové",1953,"France",
"http://dbpedia.org/resource/Monica_McWilliams",1954,"Northern_Ireland",
"http://dbpedia.org/resource/Medha_Patkar",1954,,
"http://dbpedia.org/resource/Coleen_Rowley",1954,,
"http://dbpedia.org/resource/Kailash_Satyarthi",1954,,
"http://dbpedia.org/resource/Adi_Roche",1955,"Republic_of_Ireland","Irish_people"
"http://dbpedia.org/resource/Nobuto_Hosaka",1955,"Japan",
"http://dbpedia.org/resource/Ravi_Shankar_(spiritual_leader)",1956,,
"http://dbpedia.org/resource/Edip_Yüksel",1957,"Turkey",
"http://dbpedia.org/resource/Laurence_Overmire",1957,"U.S.",
"http://dbpedia.org/resource/Cindy_Sheehan",1957,,
"http://dbpedia.org/resource/Amy_Goodman",1957,,
"http://dbpedia.org/resource/Darrell_Rankin",1957,,
"http://dbpedia.org/resource/Craig_Murray",1958,"Norfolk","Scottish"
"http://dbpedia.org/resource/Craig_Murray",1958,"Norfolk","Scottish_people"
"http://dbpedia.org/resource/Rigoberta_Menchú",1959,"Guatemala","Guatemalans"
"http://dbpedia.org/resource/Jeanmarie_Simpson",1959,,
"http://dbpedia.org/resource/Gabriele_Moreno_Locatelli",1959,"Italy","Italy"
"http://dbpedia.org/resource/Bono",1960,"Republic_of_Ireland",
"http://dbpedia.org/resource/Ciaron_O'Reilly",1960,,"Australian"
"http://dbpedia.org/resource/Arundhati_Roy",1961,,
"http://dbpedia.org/resource/Manasi_Pradhan",1962,,"Indian"
"http://dbpedia.org/resource/Alyn_Ware",1962,,"New Zealand"
"http://dbpedia.org/resource/Molly_Scott_Cato",1963,,"British"
"http://dbpedia.org/resource/Stellan_Vinthagen",1964,,
"http://dbpedia.org/resource/Dekha_Ibrahim_Abdi",1964,"Kenya","Kenyan"
"http://dbpedia.org/resource/Dekha_Ibrahim_Abdi",1964,"Kenya","Kenya"
"http://dbpedia.org/resource/Lobsang_Sangay",1968,"India",
"http://dbpedia.org/resource/Julian_Assange",1971,,
"http://dbpedia.org/resource/Leymah_Gbowee",1972,"Liberia","Liberian"
"http://dbpedia.org/resource/Leymah_Gbowee",1972,"Liberia","Liberia"
"http://dbpedia.org/resource/Samantha_Smith",1972,,
"http://dbpedia.org/resource/Aviv_Geffen",1973,,
"http://dbpedia.org/resource/Vittorio_Arrigoni",1975,"Italy","Italy"
"http://dbpedia.org/resource/Ingrid_Fiskaa",1977,"Buskerud",
"http://dbpedia.org/resource/Ingrid_Fiskaa",1977,"Norway",
"http://dbpedia.org/resource/Tawakkol_Karman",1979,"Yemen_Arab_Republic","Yemen"
"http://dbpedia.org/resource/Rachel_Corrie",1979,,
"http://dbpedia.org/resource/Malebogo_Molefhe",1980,,"Botswana"
"http://dbpedia.org/resource/Adam_Kokesh",1982,,"American"
"http://dbpedia.org/resource/Lowkey",1986,"England",
"http://dbpedia.org/resource/Kirthi_Jayakumar",1987,,"Indian"
"http://dbpedia.org/resource/Edvin_Kanka_Ćudić",1988,"SFR_Yugoslavia",
"http://dbpedia.org/resource/Alaa_Murabit",1989,,"Canada"
"http://dbpedia.org/resource/Alaa_Murabit",1989,,"Libya"
"http://dbpedia.org/resource/Angelo_Cardona",1997,,
"http://dbpedia.org/resource/Malala_Yousafzai",1997,,
